Album,Album_type,Artist,Channel,Licensed,Title,Track,official_video
La Última (Banda Sonora Original),album,Aitana,disneymusicesVEVO,True,"Aitana - La Última (De ""La Última""/Banda Sonora Original)",La última,True
11 RAZONES,album,Aitana,AitanaVEVO,True,"Aitana, Sebastián Yatra - Corazón Sin Vida",CORAZÓN SIN VIDA,True
Still Sleep?,album,Sleepy Hallow,SleepyHallowVEVO,True,Sleepy Hallow - 2055 (Official Video),2055,True
Die Young (feat. 347aidan),single,Sleepy Hallow,SleepyHallowVEVO,True,Sleepy Hallow - Die Young (Official Video) ft. 347aidan,Die Young (feat. 347aidan),True
One and Only,album,Sleepy Hallow,Supreme Productions,False,"Sheff G ft. Sleepy Hallow - ""Weight On Me"" (Music Video)",Weight On Me,False
Still Sleep?,album,Sleepy Hallow,Sleepy Hallow,False,Sleepy Hallow - Basketball Dreams (Lyric Video),Basketball Dreams (Intro),True
Marie,single,Sleepy Hallow,Sleepy Hallow,False,Sleepy Hallow - Marie (Official Video),Marie,True
Sleepy Hallow Presents: Sleepy For President,album,Sleepy Hallow,Sleepy Hallow,False,Sleepy Hallow ft. Sheff G  - Molly  (Official Video Release),Molly,True
Still Sleep?,album,Sleepy Hallow,HipHopBops,False,Sleepy Hallow - Low Key (Bonus) (Lyrics),Low Key (Bonus),False
Still Sleep?,album,Sleepy Hallow,Sleepy Hallow,False,Sleepy Hallow - 1999 (Lyric Video),1999,True
DON'T SLEEP,album,Sleepy Hallow,Sleepy Hallow,False,Sleepy Hallow - Breaking Bad (Okay) ft. Sheff G (Official Video Release),Breakin Bad (Okay),True
2 Mins of Pain (feat. Alborosie),single,Sleepy Hallow,Sleepy Hallow,False,Sleepy Hallow - 2 Mins Of Pain (feat. Alborosie) (Official Video),2 Mins of Pain (feat. Alborosie),True
Felina,single,WIU,30PRAUM,False,WIU & Ryan SP - Felina 🐈,Felina,False
Manual de Como Amar Errado,album,WIU,30PRAUM,False,WIU - Coração de Gelo,Coração de Gelo,False
Vampiro,single,WIU,30PRAUM,False,"Matuê, Teto & WIU - VAMPiro 🧛🏽‍♀️",Vampiro,False
Manual de Como Amar Errado,album,WIU,30PRAUM,False,"WIU, Matuê, Teto - Brinca Demais",Brinca Demais,False
Horas Iguais,single,WIU,30PRAUM,False,WIU & Oruam - Horas Iguais 🕰️💐,Horas Iguais,False
Manual de Como Amar Errado,album,WIU,30PRAUM,False,WIU - Oração,Oração,False
Manual de Como Amar Errado,album,WIU,30PRAUM,False,WIU - Ciumenta,Ciumenta,False
Manual de Como Amar Errado,album,WIU,30PRAUM,False,WIU - Lealdade,Lealdade,False
Lágrimas de Crocodilo,single,WIU,30PRAUM,False,WIU - Lágrimas de Crocodilo 🐊,Lágrimas de Crocodilo,False
Manual de Como Amar Errado,album,WIU,30PRAUM,False,WIU - Angelina,Angelina,False
Until I Found You (Em Beihold Version),single,Em Beihold,StephenSanchezVEVO,True,"Stephen Sanchez, Em Beihold - Until I Found You (Lyric Video)",Until I Found You (with Em Beihold) - Em Beihold Version,True
Egg in the Backseat,album,Em Beihold,EmBeiholdVEVO,True,Em Beihold - Numb Little Bug,Numb Little Bug,True
City of Angels,single,Em Beihold,Em Beihold,False,Em Beihold - City of Angels (Official Audio),City of Angels,True
Groundhog Day,single,Em Beihold,Em Beihold,False,Em Beihold - Groundhog Day (Official Music Video),Groundhog Day,True
Numb Little Bug (Piano Version),single,Em Beihold,EmBeiholdVEVO,True,Em Beihold - Numb Little Bug (Piano Version Video),Numb Little Bug - Piano Version,True
Egg in the Backseat,album,Em Beihold,EmBeiholdVEVO,True,Em Beihold - Too Precious,Too Precious,True
Egg in the Backseat,album,Em Beihold,EmBeiholdVEVO,True,Em Beihold - 12345 (Official Music Video),12345,True
Nobody Else,single,Em Beihold,Em Beihold,True,Em Beihold - Nobody Else (Official Lyric Video),Nobody Else,True
Egg in the Backseat,album,Em Beihold,EmBeiholdVEVO,True,Em Beihold - Egg in the Backseat (Official Audio),Egg in the Backseat,True
Egg in the Backseat,album,Em Beihold,EmBeiholdVEVO,True,Em Beihold - Goo (Official Audio),Goo,True
YSYSMO,album,YSY A,YSY A,True,10 - YSY A - CÓMO CHILLA ELLA ( PROD. EVLAY ),CÓMO CHILLA ELLA,True
YSYSMO,album,YSY A,YSY A,True,05 - YSY A - A POR TODO (PROD. ONIRIA),A POR TODO,True
YSYSMO,album,YSY A,YSY A,True,"04 - YSY A - CUÁNTO VALE HACER EL AMOR? ( PROD. LISAN, ONIRIA )",CUÁNTO VALE HACER EL AMOR?,True
Desde el Fin del Mundo,album,YSY A,Duki,True,"DUKI - Pintao ft. Rei, YSY A.",Pintao,True
YSYSMO,album,YSY A,YSY A,True,03 - YSY A - CUÁNTOS TÉRMINOS? ( PROD. BAXIAN ),CUÁNTOS TÉRMINOS?,True
#Ysya2020 Vol. 5 - Silbando,single,YSY A,YSY A,True,07 - YSY A - PA ESTA SOLEDAD ( PROD. YESAN ),#Ysya2020 Vol. 5 - Silbando,True
YSYSMO,album,YSY A,YSY A,True,01 - YSY A -  RELOJES REVENTADOS ( PROD. ONIRIA ),RELOJES REVENTADOS,True
YSYSMO,album,YSY A,YSY A,True,02 - YSY A - UOH OH OH ( PROD. BAXIAN ),UOH OH OH,True
"YSY A: Bzrp Music Sessions, Vol. 37",single,YSY A,Bizarrap,True,YSY A || BZRP Music Sessions #37,"YSY A: Bzrp Music Sessions, Vol. 37",True
Hijo de la Noche,single,YSY A,Duki,True,"DUKI, Ysy A, C.R.O - Hijo de la Noche (Video Oficial)",Hijo de la Noche,True
Levon James,album,King Von,King Von,True,King Von - Took Her To The O (Official Video),Took Her To The O,True
"Grandson, Vol. 1",album,King Von,King Von,True,"King Von - Crazy Story, Pt. 3 (Official Video)","Crazy Story, Pt. 3",True
Welcome to O'Block,album,King Von,King Von,True,King Von - Armed & Dangerous (Official Video),Armed & Dangerous,True
What It Means To Be King,album,King Von,King Von,True,King Von & 21 Savage - Don't Play That (Official Video),Don't Play That,True
The Voice,album,King Von,Lil Durk,False,Lil Durk - Still Trappin feat. King Von (Official Music Video),Still Trappin',True
Welcome to O'Block,album,King Von,King Von,True,King Von - Ride (Audio),Ride,True
Welcome to O'Block,album,King Von,FIFTY TWO,False,Back Again (Ft Lil Durk and Prince Dre) (Music Video),Back Again (feat. Lil Durk),False
Levon James,album,King Von,King Von,False,King Von - 2 A.M. (Official Music Video),2 A.M.,True
Levon James,album,King Von,King Von,True,King Von - 3 A.M. (Official Video),3 A.M.,True
"Grandson, Vol. 1",album,King Von,King Von,True,King Von - Crazy Story (Official Music Video),Crazy Story,True
MAMA.CITA (hasta la vista),single,Luísa Sonza,LuisaSonzaVEVO,True,"Luísa Sonza, Xamã - MAMA.CITA (hasta la vista)",MAMA.CITA (hasta la vista),True
Poesia Acústica 13,compilation,Luísa Sonza,PineappleStormTV,True,"Poesia Acústica #13 - Mc Cabelinho,Tz da Coronel,Oruam,L7NNON,Chefin,N.I.N.A, Chris,Xamã,Luisa Sonza",Poesia Acústica 13,True
sentaDONA (Remix) s2,single,Luísa Sonza,Luísa Sonza,False,"Luísa Sonza, Davi Kneip, Mc Frog, Dj Gabriel do Borel - sentaDONA (remix) s2 (Clipe Oficial)",sentaDONA (Remix) s2,True
LUAN CITY (Ao Vivo),album,Luísa Sonza,Luan Santana,False,Luan Santana - CORAÇÃO CIGANO feat Luísa Sonza (LUAN CITY),CORAÇÃO CIGANO - Ao Vivo,True
CACHORRINHAS,single,Luísa Sonza,LuisaSonzaVEVO,True,Luísa Sonza - CACHORRINHAS (Clipe Oficial),CACHORRINHAS,True
Hotel Caro,single,Luísa Sonza,BACO EXU DO BLUES,True,Baco Exu do Blues & Luísa Sonza - Hotel Caro (Clipe Oficial),Hotel Caro,True
BRABA,single,Luísa Sonza,LuisaSonzaVEVO,True,Luísa Sonza - BRABA,BRABA,True
DOCE 22,album,Luísa Sonza,Luísa Sonza,False,Luísa Sonza - penhasco. (Lyric Video),penhasco.,True
DOCE 22,album,Luísa Sonza,Luísa Sonza,False,"Luísa Sonza, Ludmilla - CAFÉ DA MANHÃ ;P (Clipe Oficial)",CAFÉ DA MANHÃ ;P,True
DOCE 22,album,Luísa Sonza,Luísa Sonza,False,"Luísa Sonza, Pabllo Vittar, Anitta - MODO TURBO (Clipe Oficial)",MODO TURBO,True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - Stick Season (Official Music Video),Stick Season,True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - Homesick (Official Lyric Video),Homesick,True
Stick Season,album,Noah Kahan,Noah Kahan,False,Noah Kahan - Northern Attitude (Lyric Video),Northern Attitude,True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - All My Love (Lyric Video),All My Love,True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - Growing Sideways (Official Lyric Video),Growing Sideways,True
I Was / I Am,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - Someone Like You ft. Joy Oladokun,Someone Like You (feat. Joy Oladokun),True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - She Calls Me Back (Lyric Video),She Calls Me Back,True
Busyhead,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - False Confidence,False Confidence,True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,"Noah Kahan - Everywhere, Everything (Official Lyric Video)","Everywhere, Everything",True
Stick Season,album,Noah Kahan,NoahKahanVEVO,True,Noah Kahan - New Perspective (Official Lyric Video),New Perspective,True
IT'S YOU (feat. keshi),single,keshi,MAX,False,MAX – IT’S YOU (feat. keshi) [Official Music Video],IT'S YOU (feat. keshi),True
beside you,single,keshi,KeshiVEVO,True,keshi - beside you (Lyric Video),beside you,True
THE REAPER,single,keshi,keshi,True,(live) keshi - like I need u,like i need u,True
2 soon,single,keshi,TheGoodVibe,False,keshi - 2 soon // Lyrics,2 soon,False
always,single,keshi,KeshiVEVO,True,keshi - drunk (live acoustic),drunk,True
GABRIEL,album,keshi,KeshiVEVO,True,keshi - SOMEBODY,SOMEBODY,True
skeletons,single,keshi,KeshiVEVO,True,(live) keshi - skeletons,skeletons,True
bandaids,single,keshi,KeshiVEVO,True,keshi - less of you (Audio),less of you,True
THE REAPER,single,keshi,keshi - Topic,True,i swear i'll never leave again,i swear i'll never leave again,True
bandaids,single,keshi,KeshiVEVO,True,keshi - right here,right here,True
the mockingbird & THE CROW,album,HARDY,HARDYVEVO,True,HARDY - wait in the truck (feat. Lainey Wilson) (Official Music Video),wait in the truck (feat. Lainey Wilson),True
the mockingbird & THE CROW,album,HARDY,HARDYVEVO,True,HARDY - red (feat. Morgan Wallen) (Lyric Video),red (feat. Morgan Wallen),True
A ROCK,album,HARDY,HARDYVEVO,True,HARDY - Give Heaven Some Hell (Official Music Video),GIVE HEAVEN SOME HELL,True
A ROCK,album,HARDY,HARDYVEVO,True,HARDY - One Beer (ft. Lauren Alaina & Devin Dawson) (Official Music Video),ONE BEER (feat. Lauren Alaina & Devin Dawson),True
HIXTAPE: Vol. 1,album,HARDY,HARDYVEVO,True,"HARDY - Turn You Down ft. Morgan Wallen, Zakk Wylde (Audio) ft. Morgan Wallen, Zakk Wylde","Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",True
the mockingbird & THE CROW,album,HARDY,HARDYVEVO,True,HARDY - TRUCK BED (Lyric Video),TRUCK BED,True
HIXTAPE: Vol. 1,album,HARDY,HiXTAPEVEVO,True,HiXTAPE - He Went To Jared (Official Music Video),He Went To Jared (HARDY feat. Morgan Wallen),True
the mockingbird & THE CROW,album,HARDY,HARDYVEVO,True,HARDY - JACK (Official Music Video),JACK,True
the mockingbird & THE CROW,album,HARDY,HARDYVEVO,True,HARDY - SOLD OUT (Wall to Wall Rock Video),SOLD OUT,True
the mockingbird & THE CROW,album,HARDY,HARDYVEVO,True,HARDY - RADIO SONG (feat. Jeremy McKinnon) (Lyric Video),RADIO SONG (feat. Jeremy McKinnon),True
She Don't Give a Fo,single,KHEA,Modo Diablo,False,Duki - She Don't Give A FO ft. Khea (Vídeo Oficial),She Don't Give a Fo,False
Loca,single,KHEA,MUEVA Records,True,Khea - Loca ft. Duki & Cazzu (Prod. Omar Varela & Mykka),Loca,True
Loca Remix,single,KHEA,MUEVA Records,True,Khea - Loca ft. Duki & Cazzu (Prod. Omar Varela & Mykka),Loca - Remix,True
Cómo Le Digo,single,KHEA,KHEA,False,KHEA - Cómo le Digo,Cómo Le Digo,True
Además de Mí (Remix),single,KHEA,Rusher King,True,"Rusherking, Tiago PZK, KHEA, LIT Killah, Duki, Maria Becerra - ADEMAS DE MI REMIX (Official Video)",Además de Mí - Remix,True
Dónde Estás,single,KHEA,KHEA,False,KHEA - Dónde Estás [Official Video],Dónde Estás,True
Ayer Me Llamó Mi Ex (feat. Lenny Santos),single,KHEA,KHEA,False,KHEA - Ayer Me LLamó Mi Ex ft. Lenny Santos (Official Video) #AMLME,Ayer Me Llamó Mi Ex (feat. Lenny Santos),True
Vete,single,KHEA,MUEVA Records,True,Khea - Vete (Prod. by Omar Varela),Vete,True
"KHEA: Bzrp Music Sessions, Vol. 34",single,KHEA,Bizarrap,True,KHEA || BZRP Music Sessions #34,"KHEA: Bzrp Music Sessions, Vol. 34",True
S.A.D,single,KHEA,KHEA,False,KHEA - S.A.D 💔 (Prod. Dayme & El High),S.A.D,True
Yellow Tape 2,album,Key Glock,KeyGlockVEVO,True,Key Glock - Ambition For Cash (Official Video),Ambition For Cash,True
Glockoma,album,Key Glock,KeyGlockVEVO,True,Key Glock - Gang Shit No Lame Shit (Audio),Gang Shit No Lame Shit,True
Glock Bond,album,Key Glock,WORLDSTARHIPHOP,False,"Key Glock ""Russian Cream"" (WSHH Exclusive - Official Music Video)",Russian Cream,False
Yellow Tape,album,Key Glock,KeyGlockVEVO,True,Key Glock - Mr. Glock (Official Video),Mr. Glock,True
Jigsaw,single,Key Glock,KeyGlockVEVO,True,Key Glock - Jigsaw (Official Video),Jigsaw,True
Son Of A Gun,album,Key Glock,KeyGlockVEVO,True,Key Glock - Son Of A Gun (Official Video),Son Of A Gun,True
Yellow Tape,album,Key Glock,KeyGlockVEVO,True,Key Glock - Word on the Streets (Audio),Word on the Streets,True
From Nothing,single,Key Glock,KeyGlockVEVO,True,Key Glock - From Nothing (Official Video),From Nothing,True
Glockoma,album,Key Glock,KeyGlockVEVO,True,Key Glock - Since 6ix (Official Video),Since 6ix,True
Paper Route Frank,album,Key Glock,YoungDolphVEVO,True,"Young Dolph, Key Glock - Thats How (Official Visualizer)",Thats How,True
PTSD,album,D-Block Europe,GRM Daily,False,D Block Europe (Young Adz x Dirtbike LB) - Darling [Music Video] | GRM Daily,Darling,True
Home Alone 2,album,D-Block Europe,D Block Europe TV,False,D-Block Europe - Overseas ft. @CentralCee (Official Music Video),Overseas,False
Rap Game Awful,album,D-Block Europe,ClavishVEVO,True,"Clavish, D-Block Europe - Rocket Science (Official Video)",Rocket Science,True
Lap 5,album,D-Block Europe,D-Block Europe - Topic,True,She's Not Anyone,She's Not Anyone,True
Home Alone 2,album,D-Block Europe,D Block Europe TV,False,D-Block Europe - Make You Smile ft. @ajtracey  (Official Music Video),Make You Smile,False
The Blue Print – Us Vs. Them,album,D-Block Europe,DubStepZz,False,D-Block Europe - Ferrari Horses ft. Raye [Official In Game Music Video],Ferrari Horses,False
The Blue Print – Us Vs. Them,album,D-Block Europe,GRM Daily,False,D Block Europe (Young Adz & Dirtbike LB) x Aitch - UFO [Music Video] | GRM Daily,UFO,True
Lap 5,album,D-Block Europe,D Block Europe TV,False,D-Block Europe - Bankroll Got Bigger (Official Video),Bankroll Got Bigger,False
Home Alone 2,album,D-Block Europe,D-Block Europe - Topic,True,Desire,Desire,True
Tears In My Amiri's,single,D-Block Europe,D Block Europe TV,False,D-Block Europe  - Tears In My Amiri's (Official Video),Tears In My Amiri's,False
Hood (Remix),single,Trueno,Trueno Oficial,False,"Trueno, Tiago PZK - HOOD (remix)",Hood - Remix,False
SAGITARIO,album,Trueno,ElAlfaElJefeTV,True,"EL ALFA ""EL CAPO"" ❌ NORIEL ❌ TRUENO - LOS APARATOS ✈️💰 #SagitarioTheAlbum",Los Aparatos,True
Atrevido,album,Trueno,Trueno Oficial,True,"Trueno, Nicki Nicole, Bizarrap - MAMICHULA",Mamichula - con Nicki Nicole,True
BIEN O MAL,album,Trueno,Trueno Oficial,True,Trueno - DANCE CRIP (Video Oficial),DANCE CRIP,True
Portales,album,Trueno,Tiago PZK,True,"Tiago PZK, Trueno - Salimo de Noche (Video Oficial)",Salimo de Noche,True
BIEN O MAL,album,Trueno,Trueno Oficial,True,Trueno - FEEL ME?? (Video Oficial),FEEL ME??,True
"Trueno: Bzrp Freestyle Sessions, Vol. 6",single,Trueno,Bizarrap,True,TRUENO || BZRP Freestyle Sessions #6,"Trueno: Bzrp Freestyle Sessions, Vol. 6",True
Rain,single,Trueno,Trueno Oficial,True,Trueno - RAIN II (Video Oficial),Rain,True
UN PASO,single,Trueno,Trueno Oficial,False,"Trueno, J Balvin - UN PASO (Video Oficial)",UN PASO,False
BIEN O MAL,album,Trueno,Trueno Oficial,True,"Trueno, Nathy Peluso - ARGENTINA (Video Oficial)",ARGENTINA,True
Jordan,single,Ryan Castro,Ryan Castro,True,Ryan Castro - JORDAN 🏀 (Video Oficial),Jordan,True
Malory,single,Ryan Castro,Ryan Castro,True,Ryan Castro - Malory [Y me la robé eh eh eh] (Video Oficial),Malory,True
Monastery,single,Ryan Castro,Ryan Castro,False,"Ryan Castro, Feid - Monastery (Vídeo Oficial)",Monastery,True
Reggaetonea,album,Ryan Castro,Ryan Castro,False,Ryan Castro - Mujeriego 💋 (Vídeo Oficial),Mujeriego,True
Los Piratas,album,Ryan Castro,Ryan Castro,False,Ryan Castro - Marbella 🌹 (Video Oficial),Marbella,True
Quien TV Remix,single,Ryan Castro,BLESSD EL BENDITO 💙,False,BLESSD ❌ RYAN CASTRO | QUIEN TV 🥵 ( REMIX ),Quien TV Remix,False
Wasa Wasa,single,Ryan Castro,Ryan Castro,True,Ryan Castro - Wasa Wasa (Video Oficial),Wasa Wasa,True
Monumento (Remix),single,Ryan Castro,AndyRiveraVEVO,True,"Andy Rivera, Ñejo, Ryan Castro - Monumento (Remix)",Monumento - Remix,True
Avemaría,single,Ryan Castro,Ryan Castro,False,"Ryan Castro, SOG - Ave María (Vídeo Oficial)",Avemaría,True
Fumando,single,Ryan Castro,BLESSD EL BENDITO 💙,False,BLESSD ❌ RYAN CASTRO | FUMANDO 🚬 ( VIDEO OFICIAL),Fumando,False
Ivory,album,Omar Apollo,Omar Apollo,True,Omar Apollo - Evergreen (You Didn’t Deserve Me At All) [Official Music Video],Evergreen (You Didn’t Deserve Me At All),True
Ivory,album,Omar Apollo,Omar Apollo,True,Omar Apollo - Invincible feat. Daniel Caesar (Official Music Video),Invincible (feat. Daniel Caesar),True
Apolonio,album,Omar Apollo,Omar Apollo,True,Omar Apollo - Useless (Official Audio),Useless,True
Ivory,album,Omar Apollo,OmarApolloVEVO,True,Omar Apollo - Killing Me (Live Performance) | Vevo,Killing Me,True
Ivory (Marfil),album,Omar Apollo,Omar Apollo,True,Omar Apollo - Endlessly (Official Visualizer),Endlessly,True
Stereo,album,Omar Apollo,Illegal Civ,False,OmarApollo - Ugotme,Ugotme,False
Apolonio,album,Omar Apollo,Omar Apollo,True,Omar Apollo - Hey Boy feat. Kali Uchis (Official Audio),Hey Boy (feat. Kali Uchis),True
Ivory (Marfil),album,Omar Apollo,Omar Apollo,True,Omar Apollo - Archetype (Official Lyric Video),Archetype,True
Apolonio,album,Omar Apollo,Omar Apollo,True,Omar Apollo - Want U Around feat. Ruel (Official Audio),Want U Around (feat. Ruel),True
Ivory,album,Omar Apollo,Omar Apollo,True,Omar Apollo - Go Away (Official Music Video),Go Away,True
Every Summertime,single,NIKI,88rising,False,NIKI - Every Summertime (Official Video),Every Summertime,False
lowkey,single,NIKI,88rising,True,NIKI - lowkey (Official Visualizer),lowkey,True
Nicole,album,NIKI,NIKI,True,NIKI - High School in Jakarta (Official Music Video),High School in Jakarta,True
NIKI Acoustic Sessions: Head In The Clouds II,single,NIKI,NIKI,True,NIKI - La La Lost You (Live) | Acoustic Sessions,La La Lost You - Acoustic Version,True
wanna take this downtown?,single,NIKI,88rising,True,NIKI - urs (Official Visualizer),urs,True
I Like U,single,NIKI,88rising,True,NIKI - I LIKE U (Official Music Video),I Like U,True
Head In The Clouds II,album,NIKI,88rising,True,NIKI - La La Lost You (Official Video),La La Lost You,True
Nicole,album,NIKI,88rising,True,NIKI - Oceans & Engines (Official Lyric Video),Oceans & Engines,True
MOONCHILD,album,NIKI,88rising,True,NIKI - Lose (Official Music Video),Lose,True
Nicole,album,NIKI,NIKI,True,NIKI -  Backburner (Official Lyric Video),Backburner,True
ARRANCARMELO,single,WOS,WOS DS3,True,WOS - ARRANCARMELO (Video Oficial),ARRANCARMELO,True
CARAVANA,album,WOS,WOS DS3,True,WOS - MELON VINO (Video Oficial),MELÓN VINO,True
TRES PUNTOS SUSPENSIVOS,single,WOS,WOS - Topic,True,ALMA DINAMITA,ALMA DINAMITA,True
QUEREME,single,WOS,LoutaVEVO,True,"LOUTA, WOS - QUEREME (Video Oficial)",QUEREME,True
CARAVANA,album,WOS,WOS DS3,True,WOS - OKUPA,OKUPA,True
ANDRÓMEDA,single,WOS,WOS DS3,False,WOS - ANDROMEDA (Video Oficial),ANDRÓMEDA,False
CARAVANA,album,WOS,WOS DS3,True,WOS - FRESCO,FRESCO,True
CARAVANA,album,WOS,WOS DS3,True,WOS - CANGURO (Video Oficial),CANGURO,True
TERRAZA,single,WOS,WOS DS3,False,WOS - TERRAZA (Video Oficial),TERRAZA,False
OSCURO ÉXTASIS,album,WOS,WOS DS3,True,WOS - CONTANDO OVEJAS (Concept Video),CONTANDO OVEJAS,True
I AM YOU,album,YNW Melly,YNW Melly,True,YNW Melly - Murder On My Mind [Official Video],Murder On My Mind,True
Melly vs. Melvin,album,YNW Melly,YNW Melly,False,YNW Melly -  Suicidal [Official Video],Suicidal,True
Suicidal (Remix) [feat. Juice WRLD],single,YNW Melly,YNW Melly,True,YNW Melly ft. Juice WRLD - Suicidal (Remix) [Official Video],Suicidal (Remix) [feat. Juice WRLD],True
I AM YOU,album,YNW Melly,YNW Melly,False,YNW Melly - Mama Cry [Official Video],Mama Cry,True
772 Love,single,YNW Melly,YNW Melly,True,YNW Melly - 772 Love (Official Music Video) (Shot by @Drewfilmedit),772 Love,True
